Title,Published,Type
Unknown,April 20th, 2010,
Unknown,,
Unknown,,
Unknown,March 2018,
Unknown,,
Unknown,,
Unknown,August 27th, 1982,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,January 1983,
Unknown,,
Unknown,,
Unknown,December 1988,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 2002,
Unknown,,
Unknown,,
Unknown,August 27th, 1982,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,December 1981,
Unknown,,
Unknown,,
Unknown,April 5th, 1974,
Unknown,,
Unknown,,
Unknown,December 2013,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,December 1984,
Unknown,,
Unknown,,
Unknown,January 24th, 2006,
Unknown,,
Unknown,,
Unknown,December 2010,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1997,
Unknown,,
Unknown,,
Unknown,December 2015,
Unknown,,
Unknown,,
Unknown,December 1982,
Unknown,,
Unknown,,
Unknown,April 29th, 1983,
Unknown,,
Unknown,,
Unknown,October 2012,
Unknown,,
Unknown,,
Unknown,December 1990,
Unknown,,
Unknown,,
Unknown,December 2006,
Unknown,,
Unknown,,
Unknown,December 2006,
Unknown,,
Unknown,,
Unknown,December 2006,
Unknown,,
Unknown,,
Unknown,October 2005,
Unknown,,
Unknown,,
Unknown,December 1989,
Unknown,,
Unknown,,
Unknown,December 2004,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1980,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,September 1981,
Unknown,,
Unknown,,
Unknown,September 8th, 1981,
Unknown,,
Unknown,,
Unknown,November 1983,
Unknown,,
Unknown,,
Unknown,December 1982,
Unknown,,
Unknown,,
Unknown,April 1985,
Unknown,,
Unknown,,
Unknown,May 2024,
Unknown,,
Unknown,,
Unknown,December 1980,
Unknown,,
Unknown,,
Unknown,December 1980,
Unknown,,
Unknown,,
Unknown,October 1987,
Unknown,,
Unknown,,
Unknown,August 1980,
Unknown,,
Unknown,,
Unknown,November 1989,
Unknown,,
Unknown,,
Unknown,August 1996,
Unknown,,
Unknown,,
Unknown,April 2004,
Unknown,,
Unknown,,
Unknown,July 2013,
Unknown,,
Unknown,,
Unknown,December 2014,
Unknown,,
Unknown,,
Unknown,December 1996,
Unknown,,
Unknown,,
Unknown,December 2003,
Unknown,,
Unknown,,
Unknown,September 2004,
Unknown,,
Unknown,,
Unknown,December 2003,
Unknown,,
Unknown,,
Unknown,June 2004,
Unknown,,
Unknown,,
Unknown,December 1986,
Unknown,,
Unknown,,
Unknown,May 1987,
Unknown,,
Unknown,,
Unknown,June 2003,
Unknown,,
Unknown,,
Unknown,December 1981,
Unknown,,
Unknown,,
Unknown,June 1982,
Unknown,,
Unknown,,
Unknown,December 1990,
Unknown,,
Unknown,,
Unknown,August 1991,
Unknown,,
Unknown,,
Unknown,February 2012,
Unknown,,
Unknown,,
Unknown,April 2012,
Unknown,,
Unknown,,
Unknown,December 1996,
Unknown,,
Unknown,,
Unknown,December 1996,
Unknown,,
Unknown,,
Unknown,November 1997,
Unknown,,
Unknown,,
Unknown,December 2002,
Unknown,,
Unknown,,
Unknown,November 2003,
Unknown,,
Unknown,,
Unknown,December 2009,
Unknown,,
Unknown,,
Unknown,August 1979,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,December 1981,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1986,
Unknown,,
Unknown,,
Unknown,December 1995,
Unknown,,
Unknown,,
Unknown,December 1995,
Unknown,,
Unknown,,
Unknown,September 24th, 1996,
Unknown,,
Unknown,,
Unknown,April 2004,
Unknown,,
Unknown,,
Unknown,August 1982,
Unknown,,
Unknown,,
Unknown,December 1981,
Unknown,,
Unknown,,
Unknown,September 2013,
Unknown,,
Unknown,,
Unknown,September 24th, 2013,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1988,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,November 1993,
Unknown,,
Unknown,,
Unknown,April 2004,
Unknown,,
Unknown,,
Unknown,February 20th, 2001,
Unknown,,
Unknown,,
Unknown,May 2024,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,January 22nd, 2008,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,October 30th, 2018,
Unknown,,
Unknown,,
Unknown,June 7th, 2016,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,September 1983,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1983,
Unknown,,
Unknown,,
Unknown,February 1987,
Unknown,,
Unknown,,
Unknown,December 1989,
Unknown,,
Unknown,,
Unknown,November 2010,
Unknown,,
Unknown,,
Unknown,September 6th, 2022,
Unknown,,
Unknown,,
Unknown,September 2005,
Unknown,,
Unknown,,
Unknown,April 1981,
Unknown,,
Unknown,,
Unknown,December 1980,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,June 1984,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,June 2nd, 2015,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1979,
Unknown,,
Unknown,,
Unknown,September 29th, 1980,
Unknown,,
Unknown,,
Unknown,November 2016,
Unknown,,
Unknown,,
Unknown,September 2018,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,September 1990,
Unknown,,
Unknown,,
Unknown,September 24th, 2002,
Unknown,,
Unknown,,
Unknown,December 2001,
Unknown,,
Unknown,,
Unknown,December 2002,
Unknown,,
Unknown,,
Unknown,November 2010,
Unknown,,
Unknown,,
Unknown,January 2013,
Unknown,,
Unknown,,
Unknown,December 2004,
Unknown,,
Unknown,,
Unknown,December 2008,
Unknown,,
Unknown,,
Unknown,May 1992,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,December 2003,
Unknown,,
Unknown,,
Unknown,April 1999,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,December 2006,
Unknown,,
Unknown,,
Unknown,August 1996,
Unknown,,
Unknown,,
Unknown,May 1996,
Unknown,,
Unknown,,
Unknown,July 1996,
Unknown,,
Unknown,,
Unknown,June 1996,
Unknown,,
Unknown,,
Unknown,October 2000,
Unknown,,
Unknown,,
Unknown,April 1996,
Unknown,,
Unknown,,
Unknown,March 1996,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,May 16th, 2017,
Unknown,,
Unknown,,
Unknown,February 15th, 2022,
Unknown,,
Unknown,,
Unknown,June 2013,
Unknown,,
Unknown,,
Unknown,April 2004,
Unknown,,
Unknown,,
Unknown,April 2004,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,March 2009,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,September 1999,
Unknown,,
Unknown,,
Unknown,September 14th, 1999,
Unknown,,
Unknown,,
Unknown,November 2016,
Unknown,,
Unknown,,
Unknown,September 14th, 1999,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,September 5th, 2023,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,August 1981,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1990,
Unknown,,
Unknown,,
Unknown,September 1986,
Unknown,,
Unknown,,
Unknown,April 2020,
Unknown,,
Unknown,,
Unknown,April 21st, 2020,
Unknown,,
Unknown,,
Unknown,December 2016,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,April 2004,
Unknown,,
Unknown,,
Unknown,December 2008,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,June 1994,
Unknown,,
Unknown,,
Unknown,September 1994,
Unknown,,
Unknown,,
Unknown,September 2019,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,December 1984,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,September 2015,
Unknown,,
Unknown,,
Unknown,June 2013,
Unknown,,
Unknown,,
Unknown,June 2013,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,June 2013,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,December 2016,
Unknown,,
Unknown,,
Unknown,October 2005,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,September 24th, 1990,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,March 2nd, 2021,
Unknown,,
Unknown,,
Unknown,March 30th, 2021,
Unknown,,
Unknown,,
Unknown,May 2024,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1997,
Unknown,,
Unknown,,
Unknown,September 1988,
Unknown,,
Unknown,,
Unknown,September 24th, 1990,
Unknown,,
Unknown,,
Unknown,April 21st, 2020,
Unknown,,
Unknown,,
Unknown,December 2010,
Unknown,,
Unknown,,
Unknown,October 2006,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,January 2009,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1978,
Unknown,,
Unknown,,
Unknown,September 14th, 1999,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,December 1983,
Unknown,,
Unknown,,
Unknown,March 2012,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,June 1987,
Unknown,,
Unknown,,
Unknown,March 2003,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1993,
Unknown,,
Unknown,,
Unknown,October 1992,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,February 2018,
Unknown,,
Unknown,,
Unknown,June 1987,
Unknown,,
Unknown,,
Unknown,August 29th, 1980,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,July 1981,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,December 1978,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,April 21st, 2020,
Unknown,,
Unknown,,
Unknown,June 2014,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,December 2016,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,September 1989,
Unknown,,
Unknown,,
Unknown,December 1987,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,October 1991,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1985,
Unknown,,
Unknown,,
Unknown,April 1999,
Unknown,,
Unknown,,
Unknown,December 1979,
Unknown,,
Unknown,,
Unknown,July 1985,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1987,
Unknown,,
Unknown,,
Unknown,December 1978,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1987,
Unknown,,
Unknown,,
Unknown,December 1978,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,November 11th, 2008,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,June 1984,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,May 2018,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,November 1983,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,November 1982,
Unknown,,
Unknown,,
Unknown,December 1984,
Unknown,,
Unknown,,
Unknown,December 1982,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,February 2009,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,June 1988,
Unknown,,
Unknown,,
Unknown,October 2015,
Unknown,,
Unknown,,
Unknown,December 2013,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,December 1976,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,May 2024,
Unknown,,
Unknown,,
Unknown,April 21st, 2020,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1995,
Unknown,,
Unknown,,
Unknown,December 1995,
Unknown,,
Unknown,,
Unknown,December 1987,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,December 1990,
Unknown,,
Unknown,,
Unknown,November 2014,
Unknown,,
Unknown,,
Unknown,December 2019,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,August 27th, 1982,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,December 1980,
Unknown,,
Unknown,,
Unknown,December 1994,
Unknown,,
Unknown,,
Unknown,June 1995,
Unknown,,
Unknown,,
Unknown,December 1981,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,April 2011,
Unknown,,
Unknown,,
Unknown,September 24th, 1990,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,December 2005,
Unknown,,
Unknown,,
Unknown,October 2010,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,December 1980,
Unknown,,
Unknown,,
Unknown,March 2018,
Unknown,,
Unknown,,
Unknown,December 2012,
Unknown,,
Unknown,,
Unknown,January 1977,
Unknown,,
Unknown,,
Unknown,December 2012,
Unknown,,
Unknown,,
Unknown,December 2009,
Unknown,,
Unknown,,
Unknown,December 1990,
Unknown,,
Unknown,,
Unknown,April 2004,
Unknown,,
Unknown,,
Unknown,December 1996,
Unknown,,
Unknown,,
Unknown,December 1984,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,September 26th, 2017,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,October 1978,
Unknown,,
Unknown,,
Unknown,May 1990,
Unknown,,
Unknown,,
Unknown,December 1989,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,January 2009,
Unknown,,
Unknown,,
Unknown,April 2009,
Unknown,,
Unknown,,
Unknown,December 2001,
Unknown,,
Unknown,,
Unknown,February 1999,
Unknown,,
Unknown,,
Unknown,December 1985,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,September 24th, 1990,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,March 2003,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,December 1979,
Unknown,,
Unknown,,
Unknown,December 1983,
Unknown,,
Unknown,,
Unknown,November 1984,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,December 1981,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,March 2002,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,November 1984,
Unknown,,
Unknown,,
Unknown,December 2004,
Unknown,,
Unknown,,
Unknown,March 2009,
Unknown,,
Unknown,,
Unknown,November 1987,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,December 2004,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,May 2024,
Unknown,,
Unknown,,
Unknown,December 2013,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,May 2024,
Unknown,,
Unknown,,
Unknown,February 12th, 2009,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,November 2009,
Unknown,,
Unknown,,
Unknown,November 2015,
Unknown,,
Unknown,,
Unknown,May 26th, 1999,
Unknown,,
Unknown,,
Unknown,December 2009,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,December 2014,
Unknown,,
Unknown,,
Unknown,December 2010,
Unknown,,
Unknown,,
Unknown,December 1999,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,September 14th, 1999,
Unknown,,
Unknown,,
Unknown,November 2008,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,,
Unknown,October 2014,
Unknown,,
Unknown,,
Unknown,December 1977,
Unknown,,
Unknown,,
Unknown,June 1985,
Unknown,,
Unknown,,
Unknown,December 1994,
Unknown,,
Unknown,,
Unknown,December 1980,
Unknown,,
Unknown,,
Unknown,October 1993,
Unknown,,
Unknown,,
Unknown,May 2024,
Unknown,,
Unknown,,
Unknown,December 2010,
